Product_Id,Name,URL,Color Count,Regular Price,Sale Price
13941420,"Style & Co Tie-Dyed Long-Sleeve T-Shirt, Created for Macy's",https://www.macys.com//shop/product/style-co-tie-dyed-long-sleeve-t-shirt-created-for-macys?ID=13941420&CategoryID=255,4,2420.00,968.00
13956066,"Alfani Plus Size Puff-Sleeve Blouse, Created for Macy's",https://www.macys.com//shop/product/alfani-plus-size-puff-sleeve-blouse-created-for-macys?ID=13956066&CategoryID=255,4,6521.00,1145.00
12913835,"Style & Co Petite Night Sky Ribbed Henley Top, Created for Macy's",https://www.macys.com//shop/product/style-co-petite-night-sky-ribbed-henley-top-created-for-macys?ID=12913835&CategoryID=255,2,3240.00,1296.00
13930020,"Karen Scott Petite Pique Polo Shirt, Created for Macy's",https://www.macys.com//shop/product/karen-scott-petite-pique-polo-shirt-created-for-macys?ID=13930020&CategoryID=255,3,1066.00,819.00
13930017,Willow Drive Printed Split-Neck Top,https://www.macys.com//shop/product/willow-drive-printed-split-neck-top?ID=13930017&CategoryID=255,3,4839.00,817.00
13206125,"INC International Concepts V-Neck Short-Sleeve Ribbed Top, Created for Macy's",https://www.macys.com//shop/product/inc-international-concepts-v-neck-short-sleeve-ribbed-top-created-for-macys?ID=13206125&CategoryID=255,3,2010.00,817.00
13904836,"Alfani Crewneck T-Shirt, Created for Macy's",https://www.macys.com//shop/product/alfani-crewneck-t-shirt-created-for-macys?ID=13904836&CategoryID=255,2,2420.00,650.00
13199379,"Karen Scott Plus Size Crystal Floral-Print Scoop-Neck Top, Created for Macy's",https://www.macys.com//shop/product/karen-scott-plus-size-crystal-floral-print-scoop-neck-top-created-for-macys?ID=13199379&CategoryID=255,2,1230.00,650.00
13941103,"INC International Concepts Jeannie Mai X INC Camisole, Created for Macy's",https://www.macys.com//shop/product/jeannie-mai-x-inc-camisole-created-for-macys?ID=13941103&CategoryID=255,2,3240.00,1620.00
13941402,"Style & Co Cotton Camo-Print T-Shirt, Created for Macy's",https://www.macys.com//shop/product/style-co-cotton-camo-print-t-shirt-created-for-macys?ID=13941402&CategoryID=255,2,1599.00,640.00
